candidateId,placeName,candidate,candidateNo,candidateType,chapter,document,nodeType,office,unit,canonicalName,province,region,latitude,longitude,confidence,notes,status,method,pleiadesId,pleiadesTitle,matchedName,matchCount
PLCAND00153,Caput Basensis,Caput Basensis,1,Place,Dux Pannoniae,Occidentis,unknown,Tribunus,cohortis primae Thracum civium Romanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00154,Cardabiaca,Cardabiaca,1,Place,Dux provinciae Valeriae,Occidentis,auxilia,,Auxilia insidiatorum,,,,,,,,MATCH,EXACT,197283,Gardellaca/Cardabiaca,Cardabiaca,1
PLCAND00155,Carnunta Senoniae Lugdunensis,Carnunta Senoniae Lugdunensis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Teutonicianorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00156,Carnunto,Carnunto,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis quartaedecimaegeminae militum liburnariorum cohortis quintae partis superior,,,,,,,,UNMATCHED,,,,,0
PLCAND00157,Carso,Carso,1,Place,Dux Scythiae,Oriens,milites,,Milites Scythici,,,,,,,,UNMATCHED,,,,,0
PLCAND00158,Cartha,Cartha,1,Place,Dux Mesopotamiae,Oriens,ala,,Ala secunda nova Aegyptiorum,,,,,,,,MATCH,EXACT,699911,Sartha/Cartha/Sirtha,Cartha,1
PLCAND00159,Cartha,Cartha,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors decima Carthaginensis,,,,,,,,MATCH,EXACT,699911,Sartha/Cartha/Sirtha,Cartha,1
PLCAND00332,Mefana - Cartha,Cartha,2,Place,Dux Mesopotamiae,Oriens,equites,,Equites sagittarii indigenae Arabanenses,,,,,,,,UNMATCHED,,,,,0
PLCAND00160,Casama,Casama,1,Place,Dux Foenicis,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,MATCH,EXACT,678085,Casama,Casama,1
PLCAND00161,Castra Iudaeorum,Castra Iudaeorum,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors prima Epireorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00162,Castrabarensis,Castrabarensis,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis primae Ityraeorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00163,Cebro,Cebro,1,Place,Dux Daciae ripensis,Oriens,cuneus,,Cuneus equitum scutariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00164,Cebro,Cebro,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis quintae Macedonicae,,,,,,,,UNMATCHED,,,,,0
PLCAND00165,Cefae,Cefae,1,Place,Dux Mesopotamiae,Oriens,unknown,Praefectus,legionis secundae Parthicae,,,,,,,,UNMATCHED,,,,,0
PLCAND00166,Cefro,Cefro,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors tertia Galatarum,,,,,,,,UNMATCHED,,,,,0
PLCAND00167,Chaszanenica,Chaszanenica,1,Place,Dux Armeniae,Oriens,ala,,Ala prima Iovia felix,,,,,,,,MATCH,EXACT,857137,Gizenenica/Chaszanenica,Chaszanenica,1
PLCAND00168,Chenoboscia,Chenoboscia,1,Place,Dux Thebaidos,Oriens,ala,,Ala Neptunia,,,,,,,,UNMATCHED,,,,,0
PLCAND00169,Chermulae,Chermulae,1,Place,Dux Palaestinae,Oriens,equites,,Equites scutarii Illyriciani,,,,,,,,UNMATCHED,,,,,0
PLCAND00170,Chiaca,Chiaca,1,Place,Dux Armeniae,Oriens,ala,,Ala prima Augusta Colonorum,,,,,,,,MATCH,EXACT,629008,Kiakis,Chiaca,1
PLCAND00171,Cii,Cii,1,Place,Dux Scythiae,Oriens,cuneus,,Cuneus equitum stablesianorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00172,Cilurno,Cilurno,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae secundae Asturum,,,,,,,,UNMATCHED,,,,,0
PLCAND00173,Cimbrianis,Cimbrianis,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites Cimbriani,,,,,,,,MATCH,EXACT,203114,Cimbrianis,Cimbrianis,1
PLCAND00174,Circesio,Circesio,1,Place,Dux Osrhoenae,Oriens,unknown,Praefectus,legionis quartae Parthicae,,,,,,,,UNMATCHED,,,,,0
PLCAND00175,Cirpe,Cirpe,1,Place,Dux provinciae Valeriae,Occidentis,auxilia,,Auxilia Fortensia,,,,,,,,UNMATCHED,,,,,0
PLCAND00176,Cirpi,Cirpi,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,,MATCH,EXACT,197208,Cirpi,Cirpi,1
PLCAND00177,Cirpi,Cirpi,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,legionis secundae adiutricis,,,,,,,,MATCH,EXACT,197208,Cirpi,Cirpi,1
PLCAND00178,Claudiana,Claudiana,1,Place,Dux Syriae,Oriens,cohort,,Cohors prima Ulpia Dacorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00103,balistaria et clibanaria,clibanaria,2,Place,Insignia viri illustris magistri officiorum,Occidentis,unknown,,Augustodunensis loricaria,,,,,,,,UNMATCHED,,,,,0
PLCAND00179,Comagenis,Comagenis,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites promoti,,,,,,,,UNMATCHED,,,,,0
PLCAND00180,Como,Como,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis Comensis cum curis eiusdem civitatis,,,,,,,,MATCH,EXACT,383627,Comum,Como,1
PLCAND00181,Concangios,Concangios,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri vigilum,,,,,,,,MATCH,EXACT,89146,‘Cocanges’/‘Concangios’,Concangios,1
PLCAND00182,Conderco,Conderco,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae primae Asturum,,,,,,,,UNMATCHED,,,,,0
PLCAND00183,Confluentibus,Confluentibus,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum defensorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00184,Confluentibus siue Brecantia,Confluentibus,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,numeri barbaricariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00186,Congavata,Congavata,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis secundae Lingonum,,,,,,,,MATCH,EXACT,89151,Congavata,Congavata,1
PLCAND00187,Constantia,Constantia,1,Place,Dux Mesopotamiae,Oriens,equites,,Equites felices Honoriani Illyriciani,,,,,,,,AMBIGUOUS,EXACT,187352 | 668190 | 682538 | 687903 | 69494 | 874324,Antarados/Constantia | Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis | Constantia | Constantia/Constantine | Cosedia/Constantia | Gazaion Limen/Constantia/Neapolis,Constantia,6
PLCAND00188,Constantia,Constantia,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum primae Flaviae,,,,,,,,AMBIGUOUS,EXACT,187352 | 668190 | 682538 | 687903 | 69494 | 874324,Antarados/Constantia | Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis | Constantia | Constantia/Constantine | Cosedia/Constantia | Gazaion Limen/Constantia/Neapolis,Constantia,6
PLCAND00189,Constantiae,Constantiae,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,,AMBIGUOUS,LATIN_VARIANT,187352 | 668190 | 682538 | 687903 | 69494 | 874324,Antarados/Constantia | Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis | Constantia | Constantia/Constantine | Cosedia/Constantia | Gazaion Limen/Constantia/Neapolis,Constantia,6
PLCAND00101,Baiocas et Constantiae Lugdunensis secundae,Constantiae Lugdunensis secundae,2,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Batavorum et gentilium Sueuorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00190,Constantina,Constantina,1,Place,Dux Mesopotamiae,Oriens,equites,,Equites promoti indigenae,,,,,,,,AMBIGUOUS,EXACT,148217 | 305064,Cirta/Constantina | Theline/Col. Arelate/Constantina,Constantina,2
PLCAND00191,Constantina,Constantina,1,Place,Dux Mesopotamiae,Oriens,unknown,Praefectus,legionis primae Parthicae Nisibenae,,,,,,,,AMBIGUOUS,EXACT,148217 | 305064,Cirta/Constantina | Theline/Col. Arelate/Constantina,Constantina,2
PLCAND00192,Copto,Copto,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00193,Copto,Copto,1,Place,Dux Thebaidos,Oriens,legion,,Legio prima Valentiniana,,,,,,,,UNMATCHED,,,,,0
PLCAND00194,Cornacii,Cornacii,1,Place,Dux Pannoniae,Occidentis,cuneus,,Cuneus equitum scutariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00195,Cornaco,Cornaco,1,Place,Dux Pannoniae,Occidentis,equites,,Equites Dalmatae,,,,,,,,UNMATCHED,,,,,0
PLCAND00484,Saradiniae et Corsicae,Corsicae,2,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,"Rationalis summarum Trum provinciarum, id est Siciliae",,,,,,,,UNMATCHED,,,,,0
PLCAND00196,Cremonae,Cremonae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,MATCH,LATIN_VARIANT,383628,Cremona,Cremona,1
PLCAND00197,Crispitia,Crispitia,1,Place,Dux Daciae ripensis,Oriens,auxilia,,Auxilium Crispitiense,,,,,,,,UNMATCHED,,,,,0
PLCAND00198,Crumero,Crumero,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites promoti,,,,,,,,UNMATCHED,,,,,0
PLCAND00199,Cuccis,Cuccis,1,Place,Dux Pannoniae,Occidentis,cuneus,,Cuneus equitum promotorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00200,Cuccis,Cuccis,1,Place,Dux Pannoniae,Occidentis,equites,,Equites sagittarii,,,,,,,,UNMATCHED,,,,,0
PLCAND00201,Cunna,Cunna,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Francorum,,,,,,,,MATCH,EXACT,668233,Cunna?,Cunna,1
PLCAND00202,Cuppis,Cuppis,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Cuppense,,,,,,,,UNMATCHED,,,,,0
PLCAND00203,Cuppis,Cuppis,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum Dalmatarum,,,,,,,,UNMATCHED,,,,,0
PLCAND00204,Cuppis,Cuppis,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,legionis septimae Claudiae,,,,,,,,UNMATCHED,,,,,0
PLCAND00205,Cusas,Cusas,1,Place,Dux Thebaidos,Oriens,legion,,Legio secunda Flavia Constantia Thebaeorum,,,,,,,,MATCH,EXACT,756588,Koussai/Koskam,Cusas,1
PLCAND00206,Cusi,Cusi,1,Place,Dux Pannoniae,Occidentis,equites,,Equites Dalmatae,,,,,,,,UNMATCHED,,,,,0
PLCAND00207,Dabana,Dabana,1,Place,Dux Osrhoenae,Oriens,equites,,Equites Mauri Illyriciani,,,,,,,,MATCH,EXACT,658448,Dabana/Tharrana/Mannouorra,Dabana,1
PLCAND00210,Dalmatiae et Saviae,Dalmatiae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Rationalis summarum Pannoniae secundae,,,,,,,,UNMATCHED,,,,,0
PLCAND00212,Damasci,Damasci,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00213,Danaba,Danaba,1,Place,Dux Foenicis,Oriens,unknown,Praefectus,legionis tertiae Gallicae,,,,,,,,UNMATCHED,,,,,0
PLCAND00214,Dano,Dano,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,equitum Crispianorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00215,Dascusa,Dascusa,1,Place,Dux Armeniae,Oriens,ala,,Ala Auriana,,,,,,,,MATCH,EXACT,628963,Dascusa,Dascusa,1
PLCAND00216,Deruentione,Deruentione,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri supervenientium Petueriensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00217,Dia - Fenis,Dia,1,Place,Dux Arabiae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00219,Dicti,Dicti,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Neruiorum Dictensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00220,Dimo,Dimo,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum Solensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00221,Dionisiada,Dionisiada,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala quinta Praelectorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00222,Diospoli,Diospoli,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors septima Francorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00223,Diospoli,Diospoli,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00224,Dirigothia,Dirigothia,1,Place,Dux Scythiae,Oriens,milites,,Milites Scythici,,,,,,,,UNMATCHED,,,,,0
PLCAND00225,Domana,Domana,1,Place,Dux Armeniae,Oriens,equites,,Equites sagittarii,,,,,,,,MATCH,EXACT,857111,Domana,Domana,1
PLCAND00226,Dortico,Dortico,1,Place,Dux Daciae ripensis,Oriens,cuneus,,Cuneus equitum Dalmatarum Divitensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00227,Drasdea,Drasdea,1,Place,Dux Moesiae secundae,Oriens,cohort,,Cohors tertia Valeria Bacarum,,,,,,,,MATCH,EXACT,222050,Drasdea,Drasdea,1
PLCAND00228,Drobeta,Drobeta,1,Place,Dux Daciae ripensis,Oriens,auxilia,,Auxilium primorum Daciscorum,,,,,,,,MATCH,EXACT,207100,Drobeta,Drobeta,1
PLCAND00229,Drobeta,Drobeta,1,Place,Dux Daciae ripensis,Oriens,cuneus,,Cuneus equitum Dalmatarum Divitensium,,,,,,,,MATCH,EXACT,207100,Drobeta,Drobeta,1
PLCAND00230,Dubris,Dubris,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,militum Tungrecanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00231,Duga,Duga,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis secundae Hispanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00232,Duodecimo constituta,Duodecimo constituta,1,Place,Dux Osrhoenae,Oriens,ala,,Ala prima salutaria,,,,,,,,UNMATCHED,,,,,0
PLCAND00233,Durostoro,Durostoro,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites quarti Constantiani,,,,,,,,UNMATCHED,,,,,0
PLCAND00234,Durostoro,Durostoro,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,legionis undecimae Claudiae,,,,,,,,UNMATCHED,,,,,0
PLCAND00235,Ebruduni Sapaudiae,Ebruduni Sapaudiae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis barcariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00236,Edesa,Edesa,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armamentaria,,,,,,,,UNMATCHED,,,,,0
PLCAND00423,Quadratis et Eporizio,Eporizio,2,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,UNMATCHED,,,,,0
PLCAND00237,Epuso Belgicae primae,Epuso Belgicae primae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Actorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00238,Euhari,Euhari,1,Place,Dux Foenicis,Oriens,equites,,Equites scutarii Illyriciani,,,,,,,,UNMATCHED,,,,,0
PLCAND00239,Fafianae,Fafianae,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis liburnariorum primorum Noricorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00240,Fanomantis Belgicae secundae,Fanomantis Belgicae secundae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Neruiorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00218,Dia - Fenis,Fenis,2,Place,Dux Arabiae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00241,Filas,Filas,1,Place,Dux Thebaidos,Oriens,legion,,Legio prima Maximiana,,,,,,,,UNMATCHED,,,,,0
PLCAND00242,Flaviana,Flaviana,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum promotorum,,,,,,,,MATCH,EXACT,216811,Flaviana,Flaviana,1
PLCAND00243,Flaviana,Flaviana,1,Place,Dux Scythiae,Oriens,milites,,Milites navclarii,,,,,,,,MATCH,EXACT,216811,Flaviana,Flaviana,1
PLCAND00244,Flexo,Flexo,1,Place,Dux Pannoniae primae,Occidentis,cuneus,,Cuneus equitum Dalmatarum,,,,,,,,UNMATCHED,,,,,0
PLCAND00245,Flexo,Flexo,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites promoti,,,,,,,,UNMATCHED,,,,,0
PLCAND00246,Florentiae,Florentiae,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,,AMBIGUOUS,LATIN_VARIANT,197360 | 383649 | 413138,Florenti(ol)a | Florentia | Lugio/Florentia,Florentia,3
PLCAND00247,Florentiae,Florentiae,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,classis Histricae,,,,,,,,AMBIGUOUS,LATIN_VARIANT,197360 | 383649 | 413138,Florenti(ol)a | Florentia | Lugio/Florentia,Florentia,3
PLCAND00248,Florentiae,Florentiae,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,legionis secundae adiutricis partis inferioris,,,,,,,,AMBIGUOUS,LATIN_VARIANT,197360 | 383649 | 413138,Florenti(ol)a | Florentia | Lugio/Florentia,Florentia,3
PLCAND00249,Foenicionis,Foenicionis,1,Place,Dux Thebaidos,Oriens,ala,,Ala octava Palmyrenorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00250,Foetibus,Foetibus,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,legionis tertiae Italicae transvectioni specierum deputatae,,,,,,,,UNMATCHED,,,,,0
PLCAND00251,Foro Fuluiensi,Foro Fuluiensi,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,UNMATCHED,,,,,0
PLCAND00252,Friglas,Friglas,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis Friglensis,,,,,,,,MATCH,EXACT,275629,Frigidae,Friglas,1
PLCAND00253,Gabrosenti,Gabrosenti,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis secundae Thracum,,,,,,,,UNMATCHED,,,,,0
PLCAND00254,Gadda,Gadda,1,Place,Dux Arabiae,Oriens,equites,,Equites sagittari indigenae,,,,,,,,MATCH,EXACT,697666,Gadda?,Gadda,1
PLCAND00257,Ganaba,Ganaba,1,Place,Dux Osrhoenae,Oriens,equites,,Equites Dalmatae Illyriciani,,,,,,,,AMBIGUOUS,EXACT,874475 | 897770,Ganaba,Ganaba,2
PLCAND00258,Gariannonor,Gariannonor,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,equitum stablesianorum Gariannonensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00259,Gerolate,Gerolate,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,,UNMATCHED,,,,,0
PLCAND00260,Glannibanta,Glannibanta,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Morinorum,,,,,,,,MATCH,EXACT,89193,*Glannoventa,Glannibanta,1
PLCAND00261,Gomoha,Gomoha,1,Place,Dux Arabiae,Oriens,ala,,Ala sexta Hispanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00262,Graio,Graio,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,classis secundae Flaviae,,,,,,,,UNMATCHED,,,,,0
PLCAND00263,Grannona in litore Saxonico,Grannona in litore Saxonico,1,Place,Dux tractus Armoricani,Occidentis,unknown,Tribunus,cohortis primae novae Armoricanae,,,,,,,,UNMATCHED,,,,,0
PLCAND00264,Grannono,Grannono,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum Grannonensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00265,Gratiana,Gratiana,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Gratianense,,,,,,,,MATCH,EXACT,226611,Gratiana?,Gratiana,1
PLCAND00266,Gratiana,Gratiana,1,Place,Dux Scythiae,Oriens,milites,,Milites primi Gratianenses,,,,,,,,MATCH,EXACT,226611,Gratiana?,Gratiana,1
PLCAND00267,Guntiae,Guntiae,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,militum Ursariensium,,,,,,,,MATCH,LATIN_VARIANT,118716,Guntia,Guntia,1
PLCAND00268,Hadrianopolis Haemimonti,Hadrianopolis Haemimonti,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00269,Hasta,Hasta,1,Place,Dux Palaestinae,Oriens,ala,,Ala prima miliara,,,,,,,,AMBIGUOUS,EXACT,256193 | 383669 | 383670 | 409224,(H)Asta/Col. Hasta Regia/Ligystine? | Hasta,Hasta,4
PLCAND00270,Hauanae,Hauanae,1,Place,Dux Palaestinae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00271,Helela,Helela,1,Place,Dux Syriae,Oriens,cohort,,Cohors prima Gotthorum,,,,,,,,MATCH,EXACT,668259,Helela,Helela,1
PLCAND00272,Hermunthi,Hermunthi,1,Place,Dux Thebaidos,Oriens,legion,,Legio secunda Valentiniana,,,,,,,,UNMATCHED,,,,,0
PLCAND00273,Hermupoli,Hermupoli,1,Place,Dux Thebaidos,Oriens,cuneus,,Cuneus equitum scutariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00274,Hibeos - Oaseos maioris,Hibeos,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Abasgorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00276,Hipponos,Hipponos,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala Apriana,,,,,,,,UNMATCHED,,,,,0
PLCAND00601,Venetiae et Histriae,Histriae,2,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Cissensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00277,Hunno,Hunno,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae Sabinianae,,,,,,,,MATCH,EXACT,89201,Onnum,Hunno,1
PLCAND00278,Iehibo,Iehibo,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors secunda Gratiana,,,,,,,,UNMATCHED,,,,,0
PLCAND00279,Inplateypegiis,Inplateypegiis,1,Place,Dux Scythiae,Oriens,unknown,,et secundae Herculiae musculorum Scythicorum et classis,,,,,,,,UNMATCHED,,,,,0
PLCAND00280,Intercisa,Intercisa,1,Place,Dux provinciae Valeriae,Occidentis,cuneus,,Cuneus equitum Dalmatarum,,,,,,,,AMBIGUOUS,EXACT,197323 | 413180,Intercisa | Intercisa/Petra Pertusa,Intercisa,2
PLCAND00281,Intercisa,Intercisa,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites sagittarii,,,,,,,,AMBIGUOUS,EXACT,197323 | 413180,Intercisa | Intercisa/Petra Pertusa,Intercisa,2
PLCAND00282,Iovia,Iovia,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Tribunus,cohortis,,,,,,,,AMBIGUOUS,EXACT,197191 | 197326 | 197327 | 642530,Iovia | ‘Cardono’/Iovia,Iovia,4
PLCAND00283,Ioviaco,Ioviaco,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis secundae Italicae militum liburnariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00284,Iprosmis,Iprosmis,1,Place,Dux Scythiae,Oriens,unknown,Praefectus,ripae legionis secundae Herculiae cohortis quintae pedaturae inferioris,,,,,,,,UNMATCHED,,,,,0
PLCAND00285,Isiu,Isiu,1,Place,Dux Thebaidos,Oriens,ala,,Ala quarta Britonum,,,,,,,,MATCH,EXACT,756583,Isiu,Isiu,1
PLCAND00287,Lacufelicis,Lacufelicis,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,,UNMATCHED,,,,,0
PLCAND00288,Laedemata,Laedemata,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,militum Vincentiensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00289,Laedenatae,Laedenatae,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum sagittariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00290,Lapurdo,Lapurdo,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Tribunus,cohortis Noevempopulanae,,,,,,,,UNMATCHED,,,,,0
PLCAND00291,Lataui,Lataui,1,Place,Dux Foenicis,Oriens,equites,,Equites Dalmatae Illyriciani,,,,,,,,UNMATCHED,,,,,0
PLCAND00292,Latius,Latius,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum scutariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00293,Lato,Lato,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,MATCH,EXACT,589899,Lato,Lato,1
PLCAND00294,Lauriaco,Lauriaco,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis secundae Italicae,,,,,,,,UNMATCHED,,,,,0
PLCAND00295,Lavatres,Lavatres,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri exploratorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00296,Legione,Legione,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,legionis septimae geminae,,,,,,,,UNMATCHED,,,,,0
PLCAND00297,Lemannis,Lemannis,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,numeri Turnacensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00298,Lentiae,Lentiae,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,,MATCH,LATIN_VARIANT,118803,Lentia,Lentia,1
PLCAND00299,Lentiae,Lentiae,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis secundae Italicae partis inferioris,,,,,,,,MATCH,LATIN_VARIANT,118803,Lentia,Lentia,1
PLCAND00300,Leonatae,Leonatae,1,Place,Dux Pannoniae,Occidentis,unknown,Tribunus,cohortis primae Ioviae,,,,,,,,UNMATCHED,,,,,0
PLCAND00301,Libona,Libona,1,Place,Dux Arabiae,Oriens,ala,,Ala secunda Constantiana,,,,,,,,MATCH,EXACT,699901,Libona,Libona,1
PLCAND00302,Lico,Lico,1,Place,Dux Thebaidos,Oriens,cuneus,,Cuneus equitum Maurorum scutariorum,,,,,,,,UNMATCHED,,,,,0
