candidateId,placeName,candidate,candidateNo,candidateType,chapter,document,nodeType,office,unit,canonicalName,province,region,latitude,longitude,confidence,notes
PLCAND00199,Cuccis,Cuccis,1,Place,Dux Pannoniae,Occidentis,cuneus,,Cuneus equitum promotorum,,,,,,,
PLCAND00200,Cuccis,Cuccis,1,Place,Dux Pannoniae,Occidentis,equites,,Equites sagittarii,,,,,,,
PLCAND00201,Cunna,Cunna,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Francorum,,,,,,,
PLCAND00202,Cuppis,Cuppis,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Cuppense,,,,,,,
PLCAND00203,Cuppis,Cuppis,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum Dalmatarum,,,,,,,
PLCAND00204,Cuppis,Cuppis,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,legionis septimae Claudiae,,,,,,,
PLCAND00205,Cusas,Cusas,1,Place,Dux Thebaidos,Oriens,legion,,Legio secunda Flavia Constantia Thebaeorum,,,,,,,
PLCAND00206,Cusi,Cusi,1,Place,Dux Pannoniae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00207,Dabana,Dabana,1,Place,Dux Osrhoenae,Oriens,equites,,Equites Mauri Illyriciani,,,,,,,
PLCAND00210,Dalmatiae et Saviae,Dalmatiae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Rationalis summarum Pannoniae secundae,,,,,,,
PLCAND00212,Damasci,Damasci,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,
PLCAND00213,Danaba,Danaba,1,Place,Dux Foenicis,Oriens,unknown,Praefectus,legionis tertiae Gallicae,,,,,,,
PLCAND00214,Dano,Dano,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,equitum Crispianorum,,,,,,,
PLCAND00215,Dascusa,Dascusa,1,Place,Dux Armeniae,Oriens,ala,,Ala Auriana,,,,,,,
PLCAND00216,Deruentione,Deruentione,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri supervenientium Petueriensium,,,,,,,
PLCAND00217,Dia - Fenis,Dia,1,Place,Dux Arabiae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00219,Dicti,Dicti,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Neruiorum Dictensium,,,,,,,
PLCAND00220,Dimo,Dimo,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum Solensium,,,,,,,
PLCAND00221,Dionisiada,Dionisiada,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala quinta Praelectorum,,,,,,,
PLCAND00222,Diospoli,Diospoli,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors septima Francorum,,,,,,,
PLCAND00223,Diospoli,Diospoli,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00224,Dirigothia,Dirigothia,1,Place,Dux Scythiae,Oriens,milites,,Milites Scythici,,,,,,,
PLCAND00225,Domana,Domana,1,Place,Dux Armeniae,Oriens,equites,,Equites sagittarii,,,,,,,
PLCAND00226,Dortico,Dortico,1,Place,Dux Daciae ripensis,Oriens,cuneus,,Cuneus equitum Dalmatarum Divitensium,,,,,,,
PLCAND00227,Drasdea,Drasdea,1,Place,Dux Moesiae secundae,Oriens,cohort,,Cohors tertia Valeria Bacarum,,,,,,,
PLCAND00228,Drobeta,Drobeta,1,Place,Dux Daciae ripensis,Oriens,auxilia,,Auxilium primorum Daciscorum,,,,,,,
PLCAND00229,Drobeta,Drobeta,1,Place,Dux Daciae ripensis,Oriens,cuneus,,Cuneus equitum Dalmatarum Divitensium,,,,,,,
PLCAND00230,Dubris,Dubris,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,militum Tungrecanorum,,,,,,,
PLCAND00231,Duga,Duga,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis secundae Hispanorum,,,,,,,
PLCAND00232,Duodecimo constituta,Duodecimo constituta,1,Place,Dux Osrhoenae,Oriens,ala,,Ala prima salutaria,,,,,,,
PLCAND00233,Durostoro,Durostoro,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites quarti Constantiani,,,,,,,
PLCAND00234,Durostoro,Durostoro,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,legionis undecimae Claudiae,,,,,,,
PLCAND00235,Ebruduni Sapaudiae,Ebruduni Sapaudiae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis barcariorum,,,,,,,
PLCAND00236,Edesa,Edesa,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armamentaria,,,,,,,
PLCAND00423,Quadratis et Eporizio,Eporizio,2,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00237,Epuso Belgicae primae,Epuso Belgicae primae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Actorum,,,,,,,
PLCAND00238,Euhari,Euhari,1,Place,Dux Foenicis,Oriens,equites,,Equites scutarii Illyriciani,,,,,,,
PLCAND00239,Fafianae,Fafianae,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis liburnariorum primorum Noricorum,,,,,,,
PLCAND00240,Fanomantis Belgicae secundae,Fanomantis Belgicae secundae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Neruiorum,,,,,,,
PLCAND00218,Dia - Fenis,Fenis,2,Place,Dux Arabiae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00241,Filas,Filas,1,Place,Dux Thebaidos,Oriens,legion,,Legio prima Maximiana,,,,,,,
PLCAND00242,Flaviana,Flaviana,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum promotorum,,,,,,,
PLCAND00243,Flaviana,Flaviana,1,Place,Dux Scythiae,Oriens,milites,,Milites navclarii,,,,,,,
PLCAND00244,Flexo,Flexo,1,Place,Dux Pannoniae primae,Occidentis,cuneus,,Cuneus equitum Dalmatarum,,,,,,,
PLCAND00245,Flexo,Flexo,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites promoti,,,,,,,
PLCAND00246,Florentiae,Florentiae,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00247,Florentiae,Florentiae,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,classis Histricae,,,,,,,
PLCAND00248,Florentiae,Florentiae,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,legionis secundae adiutricis partis inferioris,,,,,,,
PLCAND00249,Foenicionis,Foenicionis,1,Place,Dux Thebaidos,Oriens,ala,,Ala octava Palmyrenorum,,,,,,,
PLCAND00250,Foetibus,Foetibus,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,legionis tertiae Italicae transvectioni specierum deputatae,,,,,,,
PLCAND00251,Foro Fuluiensi,Foro Fuluiensi,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00252,Friglas,Friglas,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis Friglensis,,,,,,,
PLCAND00253,Gabrosenti,Gabrosenti,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis secundae Thracum,,,,,,,
PLCAND00254,Gadda,Gadda,1,Place,Dux Arabiae,Oriens,equites,,Equites sagittari indigenae,,,,,,,
PLCAND00257,Ganaba,Ganaba,1,Place,Dux Osrhoenae,Oriens,equites,,Equites Dalmatae Illyriciani,,,,,,,
PLCAND00258,Gariannonor,Gariannonor,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,equitum stablesianorum Gariannonensium,,,,,,,
PLCAND00259,Gerolate,Gerolate,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,
PLCAND00260,Glannibanta,Glannibanta,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Morinorum,,,,,,,
PLCAND00261,Gomoha,Gomoha,1,Place,Dux Arabiae,Oriens,ala,,Ala sexta Hispanorum,,,,,,,
PLCAND00262,Graio,Graio,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,classis secundae Flaviae,,,,,,,
PLCAND00263,Grannona in litore Saxonico,Grannona in litore Saxonico,1,Place,Dux tractus Armoricani,Occidentis,unknown,Tribunus,cohortis primae novae Armoricanae,,,,,,,
PLCAND00264,Grannono,Grannono,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum Grannonensium,,,,,,,
PLCAND00265,Gratiana,Gratiana,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Gratianense,,,,,,,
PLCAND00266,Gratiana,Gratiana,1,Place,Dux Scythiae,Oriens,milites,,Milites primi Gratianenses,,,,,,,
PLCAND00267,Guntiae,Guntiae,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,militum Ursariensium,,,,,,,
PLCAND00268,Hadrianopolis Haemimonti,Hadrianopolis Haemimonti,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,
PLCAND00269,Hasta,Hasta,1,Place,Dux Palaestinae,Oriens,ala,,Ala prima miliara,,,,,,,
PLCAND00270,Hauanae,Hauanae,1,Place,Dux Palaestinae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00271,Helela,Helela,1,Place,Dux Syriae,Oriens,cohort,,Cohors prima Gotthorum,,,,,,,
PLCAND00272,Hermunthi,Hermunthi,1,Place,Dux Thebaidos,Oriens,legion,,Legio secunda Valentiniana,,,,,,,
PLCAND00273,Hermupoli,Hermupoli,1,Place,Dux Thebaidos,Oriens,cuneus,,Cuneus equitum scutariorum,,,,,,,
PLCAND00274,Hibeos - Oaseos maioris,Hibeos,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Abasgorum,,,,,,,
PLCAND00276,Hipponos,Hipponos,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala Apriana,,,,,,,
PLCAND00601,Venetiae et Histriae,Histriae,2,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Cissensis,,,,,,,
PLCAND00277,Hunno,Hunno,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae Sabinianae,,,,,,,
PLCAND00278,Iehibo,Iehibo,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors secunda Gratiana,,,,,,,
PLCAND00279,Inplateypegiis,Inplateypegiis,1,Place,Dux Scythiae,Oriens,unknown,,et secundae Herculiae musculorum Scythicorum et classis,,,,,,,
PLCAND00280,Intercisa,Intercisa,1,Place,Dux provinciae Valeriae,Occidentis,cuneus,,Cuneus equitum Dalmatarum,,,,,,,
PLCAND00281,Intercisa,Intercisa,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites sagittarii,,,,,,,
PLCAND00282,Iovia,Iovia,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Tribunus,cohortis,,,,,,,
PLCAND00283,Ioviaco,Ioviaco,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis secundae Italicae militum liburnariorum,,,,,,,
PLCAND00284,Iprosmis,Iprosmis,1,Place,Dux Scythiae,Oriens,unknown,Praefectus,ripae legionis secundae Herculiae cohortis quintae pedaturae inferioris,,,,,,,
PLCAND00285,Isiu,Isiu,1,Place,Dux Thebaidos,Oriens,ala,,Ala quarta Britonum,,,,,,,
PLCAND00287,Lacufelicis,Lacufelicis,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,
PLCAND00288,Laedemata,Laedemata,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,militum Vincentiensium,,,,,,,
PLCAND00289,Laedenatae,Laedenatae,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum sagittariorum,,,,,,,
PLCAND00290,Lapurdo,Lapurdo,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Tribunus,cohortis Noevempopulanae,,,,,,,
PLCAND00291,Lataui,Lataui,1,Place,Dux Foenicis,Oriens,equites,,Equites Dalmatae Illyriciani,,,,,,,
PLCAND00292,Latius,Latius,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum scutariorum,,,,,,,
PLCAND00293,Lato,Lato,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00294,Lauriaco,Lauriaco,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis secundae Italicae,,,,,,,
PLCAND00295,Lavatres,Lavatres,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri exploratorum,,,,,,,
PLCAND00296,Legione,Legione,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,legionis septimae geminae,,,,,,,
PLCAND00297,Lemannis,Lemannis,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,numeri Turnacensium,,,,,,,
PLCAND00298,Lentiae,Lentiae,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,
PLCAND00299,Lentiae,Lentiae,1,Place,Dux Pannoniae primae,Occidentis,unknown,Praefectus,legionis secundae Italicae partis inferioris,,,,,,,
PLCAND00300,Leonatae,Leonatae,1,Place,Dux Pannoniae,Occidentis,unknown,Tribunus,cohortis primae Ioviae,,,,,,,
PLCAND00301,Libona,Libona,1,Place,Dux Arabiae,Oriens,ala,,Ala secunda Constantiana,,,,,,,
PLCAND00302,Lico,Lico,1,Place,Dux Thebaidos,Oriens,cuneus,,Cuneus equitum Maurorum scutariorum,,,,,,,
PLCAND00305,Lingonas,Lingonas,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00306,Longovicio,Longovicio,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Longovicanorum,,,,,,,
PLCAND00307,Luco,Luco,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Tribunus,cohortis Lucensis,,,,,,,
PLCAND00308,Luguvallii,Luguvallii,1,Place,Dux Britanniarum,Occidentis,unknown,,........................,,,,,,,
PLCAND00309,Lussonio,Lussonio,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00310,Lussonio,Lussonio,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,legionis secundae adiutricis,,,,,,,
PLCAND00311,Magis,Magis,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Pacensium,,,,,,,
PLCAND00312,Maglone,Maglone,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Solensium,,,,,,,
PLCAND00313,Magnis,Magnis,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis secundae Dalmatarum,,,,,,,
PLCAND00314,Maiocariri,Maiocariri,1,Place,Dux Mesopotamiae,Oriens,cohort,,Cohors quartadecima Valeria Zabdenorum,,,,,,,
PLCAND00315,Mannatias,Mannatias,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum superventorum,,,,,,,
PLCAND00316,Maratha,Maratha,1,Place,Dux Osrhoenae,Oriens,cohort,,Cohors prima Eufratensis,,,,,,,
PLCAND00317,Marcianopoli,Marcianopoli,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,
PLCAND00318,Marcis in litore Saxonico,Marcis in litore Saxonico,1,Place,Dux Belgicae secundae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00319,Margo,Margo,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Margense,,,,,,,
PLCAND00320,Margo,Margo,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,classis Stradensis et Germensis,,,,,,,
PLCAND00321,Marinanae,Marinanae,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Tribunus,cohortis,,,,,,,
PLCAND00322,Marmantharum,Marmantharum,1,Place,Dux Syriae,Oriens,cohort,,Cohors tertia Valeria,,,,,,,
PLCAND00542,Tauruno siue Marsonia,Marsonia,2,Place,Dux Pannoniae,Occidentis,auxilia,,Auxilia ascarii,,,,,,,
PLCAND00323,Massiliae Graecorum,Massiliae Graecorum,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,militum musculariorum,,,,,,,
PLCAND00324,Matrice,Matrice,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites promoti,,,,,,,
PLCAND00325,Matthana,Matthana,1,Place,Dux Syriae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00326,Maximianopoli,Maximianopoli,1,Place,Dux Thebaidos,Oriens,ala,,Ala tertia dromedariorum,,,,,,,
PLCAND00327,Maximianopoli,Maximianopoli,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00328,Mediana,Mediana,1,Place,Dux Osrhoenae,Oriens,equites,,Equites sagittarii indigenae Medianenses,,,,,,,
PLCAND00329,Mediolana,Mediolana,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites Dacisci,,,,,,,
PLCAND00330,Mefa,Mefa,1,Place,Dux Arabiae,Oriens,equites,,Equites promoti indigenae,,,,,,,
PLCAND00331,Mefana - Cartha,Mefana,1,Place,Dux Mesopotamiae,Oriens,equites,,Equites sagittarii indigenae Arabanenses,,,,,,,
PLCAND00333,Melitena,Melitena,1,Place,Dux Armeniae,Oriens,unknown,Praefectus,legionis duodecimae fulminatae,,,,,,,
PLCAND00334,Memfi,Memfi,1,Place,Comes limitis Aegypti,Oriens,legion,,Legio quinta Macadonica,,,,,,,
PLCAND00335,Menochiae,Menochiae,1,Place,Dux Palaestinae,Oriens,equites,,Equites promoti Illyriciani,,,,,,,
PLCAND00336,Metita,Metita,1,Place,Dux Armeniae,Oriens,cohort,,Cohors tertia Ulpia miliaria Petraeorum,,,,,,,
PLCAND00337,Miseno,Miseno,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis Misenatium,,,,,,,
PLCAND00338,Moahile,Moahile,1,Place,Dux Palaestinae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00339,Mochora,Mochora,1,Place,Dux Armeniae,Oriens,cohort,,Cohors,,,,,,,
PLCAND00340,Mogontiaco,Mogontiaco,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum armigerorum,,,,,,,
PLCAND00341,Moleaatha,Moleaatha,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors prima Flavia,,,,,,,
PLCAND00342,Monte Iovis,Monte Iovis,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Damascena,,,,,,,
PLCAND00343,Morbio,Morbio,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,equitum catafractariorum,,,,,,,
PLCAND00344,Motha,Motha,1,Place,Dux Arabiae,Oriens,equites,,Equites scutarii Illyriciani,,,,,,,
PLCAND00345,Mursae,Mursae,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,classis Histricae,,,,,,,
PLCAND00346,Muson,Muson,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors secunda Thracum,,,,,,,
PLCAND00347,Mutheos,Mutheos,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors scutata civium Romanorum,,,,,,,
PLCAND00348,Naarsafari,Naarsafari,1,Place,Dux Arabiae,Oriens,ala,,Ala secunda Miliarensis,,,,,,,
PLCAND00349,Naithu,Naithu,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors prima sagittariorum,,,,,,,
PLCAND00350,Narmunthi,Narmunthi,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors quarta Numidarum,,,,,,,
PLCAND00351,Nazala,Nazala,1,Place,Dux Foenicis,Oriens,equites,,Equites promoti indigenae,,,,,,,
PLCAND00352,Nee,Nee,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala octava Vandilorum,,,,,,,
PLCAND00353,Neia,Neia,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Alamannorum,,,,,,,
PLCAND00354,Nemetis,Nemetis,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum vindicum,,,,,,,
PLCAND00355,Neocaesereae,Neocaesereae,1,Place,Dux Syriae,Oriens,equites,,Equites Mauri Illyriciani,,,,,,,
PLCAND00356,Nicomediae,Nicomediae,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Clibanaria,,,,,,,
PLCAND00357,Nicomediae,Nicomediae,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,
PLCAND00358,Nitnu,Nitnu,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors nona Tzanorum,,,,,,,
PLCAND00359,Norici mediterranei et ripensis,Norici mediterranei,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,"Rationalis summarum Pannoniae prima, Valeriae",,,,,,,
PLCAND00361,Nouas,Nouas,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,legionis primae Italicae,,,,,,,
PLCAND00362,Nouas,Nouas,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,ripae legionis primae Italicae cohortis quintae pedaturae superioris,,,,,,,
PLCAND00363,Nouioduno,Nouioduno,1,Place,Dux Scythiae,Oriens,unknown,Praefectus,legionis primae Ioviae,,,,,,,
PLCAND00364,Nouioduno,Nouioduno,1,Place,Dux Scythiae,Oriens,unknown,Praefectus,ripae legionis primae Ioviae cohortis quintae pedaturae superioris,,,,,,,
PLCAND00365,Nouioduro,Nouioduro,1,Place,Dux Scythiae,Oriens,milites,,Milites primi Constantini,,,,,,,
PLCAND00366,Novariae,Novariae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00079,Arsaciana siue Novas,Novas,2,Place,Dux Pannoniae,Occidentis,auxilia,,Auxilia Novensia,,,,,,,
PLCAND00367,Novas,Novas,1,Place,Dux Pannoniae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00368,Noviomago Belgicae secundae,Noviomago Belgicae secundae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Batavorum Contraginnensium,,,,,,,
PLCAND00369,Novis,Novis,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,militum exploratorum,,,,,,,
PLCAND00275,Hibeos - Oaseos maioris,Oaseos maioris,2,Place,Dux Thebaidos,Oriens,ala,,Ala prima Abasgorum,,,,,,,
PLCAND00370,Oasi maiore,Oasi maiore,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Abasgorum,,,,,,,
PLCAND00371,Oasi minore,Oasi minore,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala secunda Armeniorum,,,,,,,
PLCAND00372,Oasi minore - Trimtheos,Oasi minore,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Quadorum,,,,,,,
PLCAND00374,Occariba,Occariba,1,Place,Dux Syriae,Oriens,equites,,Equites promoti Illyriciani,,,,,,,
PLCAND00375,Odiabo,Odiabo,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00376,Oesco,Oesco,1,Place,Dux Daciae ripensis,Oriens,auxilia,,Auxilium Mariensium,,,,,,,
PLCAND00377,Oesco,Oesco,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis quintae Macedonicae,,,,,,,
PLCAND00378,Olenaco,Olenaco,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae primae Herculeae,,,,,,,
PLCAND00379,Olitione,Olitione,1,Place,Dux provinciae Sequanici,Occidentis,milites,,Milites Latavienses,,,,,,,
PLCAND00380,Ombos,Ombos,1,Place,Dux Thebaidos,Oriens,legion,,Legio tertia Diocletiana,,,,,,,
PLCAND00381,Oneuatha,Oneuatha,1,Place,Dux Foenicis,Oriens,cohort,,Cohors quinta pacta Alamannorum,,,,,,,
PLCAND00382,operum alter,operum alter,1,Place,Insignia viri illustris praefecti praetorio per Illyricum,Oriens,unknown,,Numerarii quatuor; in his auri unus,,,,,,,
PLCAND00383,Opittergii,Opittergii,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00384,or the legiones,or the legiones,1,Place,Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis,unknown,,Constantiniani.[same as Constantiaci,,,,,,,
PLCAND00385,Oraba,Oraba,1,Place,Dux Osrhoenae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00386,Oresa,Oresa,1,Place,Dux Syriae,Oriens,unknown,Praefectus,legionis quartae Scythicae,,,,,,,
PLCAND00387,Osismis,Osismis,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum Maurorum Osismiacorum,,,,,,,
PLCAND00388,Othonae,Othonae,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,numeri Fortensium,,,,,,,
PLCAND00389,Otthara,Otthara,1,Place,Dux Foenicis,Oriens,equites,,Equites Mauri Illyriciani,,,,,,,
PLCAND00390,Pacatiana,Pacatiana,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis Pacatianensis,,,,,,,
PLCAND00391,Paetaonio,Paetaonio,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Tribunus,cohortis secundae Flaviae Pacatianae,,,,,,,
PLCAND00392,Palmira,Palmira,1,Place,Dux Foenicis,Oriens,unknown,Praefectus,legionis primae Illyricorum,,,,,,,
PLCAND00393,Pampane,Pampane,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Iovia catafractariorum,,,,,,,
PLCAND00394,Pannoniae primae,Pannoniae primae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Sabariensium,,,,,,,
PLCAND00395,Pannoniae secundae,Pannoniae secundae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Sirmensis,,,,,,,
PLCAND00396,Pannoniae secundae - translati Salonis,Pannoniae secundae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Bassianensis,,,,,,,
PLCAND00140,Caene - Parembole,Parembole,2,Place,Dux Armeniae,Oriens,cohort,,Cohors prima Lepidiana,,,,,,,
PLCAND00398,Parembole,Parembole,1,Place,Comes limitis Aegypti,Oriens,legion,,Legio secunda Traiana,,,,,,,
PLCAND00399,Parisius,Parisius,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis Anderetianorum,,,,,,,
PLCAND00400,Parroduno,Parroduno,1,Place,Dux Raetiae,Occidentis,unknown,Tribunus,cohortis primae Herculeae Raetorum,,,,,,,
PLCAND00401,Patauio,Patauio,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00402,Peamu,Peamu,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors undecima Chamauorum,,,,,,,
PLCAND00403,Pelusio,Pelusio,1,Place,Comes limitis Aegypti,Oriens,equites,,Equites stablesiani,,,,,,,
PLCAND00404,Pescla,Pescla,1,Place,Dux Thebaidos,Oriens,ala,,Ala Germanorum,,,,,,,
